name,health_amenity_type,amenity,healthcare,operator,operational_status,beds,longitude,latitude,adm2_pcode,district,facility_type
نۆرينگەي پيشابير,,clinic,clinic,,,,44.0621710351554,36.1389559457853,IQG11Q02,Erbil,clinic
دكتور علي فيصل اربيل,,doctors,doctor,,,,44.0309945463015,36.1918933640202,IQG11Q02,Erbil,doctors
,,hospital,hospital,,,,44.0167101907323,36.1834784361482,IQG11Q02,Erbil,hospital
,,pharmacy,pharmacy,,,,44.0355769327665,36.1965215994955,IQG11Q02,Erbil,pharmacy
ارشد صالح هريرى,,dentist,dentist,,,,44.005468549834,36.1945435541656,IQG11Q02,Erbil,dentist
,,pharmacy,pharmacy,,,,44.0521237316403,36.1843437838318,IQG11Q02,Erbil,pharmacy
نۆرینگەی دکتۆر محەمەد,,clinic,clinic,,,,43.9658908794293,36.1250496978682,IQG11Q02,Erbil,clinic
تمارە,,clinic,clinic,,,,44.0179425819559,36.2937304700933,IQG11Q02,Erbil,clinic
نەخۆشخانەی سۆران,,hospital,hospital,,,,44.0051709922713,36.2032223443495,IQG11Q02,Erbil,hospital
د. حسین ابراهیم طه رواندزی/جراح استشاري,,clinic,clinic,,,,44.0026959839022,36.1938302542056,IQG11Q02,Erbil,clinic
تاقیگەی عبدالسلام,,,laboratory,,,,44.1031554403697,36.153613882779,IQG11Q02,Erbil,laboratory
د. زیاد شەفیق ڕاوی,,doctors,doctor,,,,44.0412070571281,36.1890610351188,IQG11Q02,Erbil,doctors
د. احمد ئەلقوریشی بۆ چاو,,doctors,doctor,,,,44.0053741696043,36.1944092760768,IQG11Q02,Erbil,doctors
دةرمانخانةى هةريم (د.نعمةت,,pharmacy,,,,,44.5424459565517,36.6548229426273,IQG11Q05,Rawanduz,pharmacy
,,pharmacy,pharmacy,,,,44.1418742171562,36.2056572872214,IQG11Q02,Erbil,pharmacy
هيمن صابر شواني,,doctors,doctor,,,,44.0063683471397,36.1939543901915,IQG11Q02,Erbil,doctors
,,pharmacy,pharmacy,,,,44.6514430519536,36.088198995842,IQG11Q03,Koysinjaq,pharmacy
,,pharmacy,,,,,43.9762907257918,36.1778144488977,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی رزگاریی بەشی فریاکەوتن,,hospital,,,,,44.0395229651425,36.1928139484457,IQG11Q02,Erbil,hospital
عيادة گەشە الطبية,,clinic,,,,,44.0790888170637,36.175438179348,IQG11Q02,Erbil,clinic
نۆرینگەی پزیشکیی,,clinic,clinic,,,,44.0706417865026,36.1715906343343,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9632336484852,36.1986899978465,IQG11Q02,Erbil,pharmacy
كاشی برایان,,clinic,clinic,,,,44.6235245250442,36.0831998611512,IQG11Q03,Koysinjaq,clinic
Marriage Blood Inspection,,hospital,,,,,44.5311252743065,36.652717157093,IQG11Q05,Rawanduz,hospital
,,pharmacy,,,,,43.9793183530371,36.1637336897565,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,43.9352671770897,36.1680338575416,IQG11Q02,Erbil,pharmacy
,,hospital,,,,,44.4363094370648,36.7962341987057,IQG11Q05,Rawanduz,hospital
,,pharmacy,pharmacy,,,,43.9786889559278,36.1511155727191,IQG11Q02,Erbil,pharmacy
صیدلیة سلام,,pharmacy,pharmacy,Dr salam shexany,,,43.9912099267075,36.1693931507793,IQG11Q02,Erbil,pharmacy
مستشفی تاران ال,,hospital,hospital,,,,44.0396914413963,36.1835505205155,IQG11Q02,Erbil,hospital
دەرمانخانەی توا,,pharmacy,pharmacy,,,,44.0624086621104,36.166082885759,IQG11Q02,Erbil,pharmacy
دەرمانخانەی نەخۆشخانەی مەریەمانە,,pharmacy,pharmacy,,,,43.9916035408805,36.2273382532462,IQG11Q02,Erbil,pharmacy
باغي ريحان,,pharmacy,pharmacy,,,,44.0535634911485,36.1923722221485,IQG11Q02,Erbil,pharmacy
دكتور رائيد عةبدولله حاجى,,clinic,,,,,44.0354468456292,36.2116107854075,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,43.9846768199169,36.1637060294761,IQG11Q02,Erbil,pharmacy
هەولێر سمایڵ,,dentist,,,,,44.0606390747124,36.1948424528328,IQG11Q02,Erbil,dentist
سةنتةري بزيشكي انكليزي,,,optometrist,,,,43.995326363175,36.2006276424031,IQG11Q02,Erbil,optometrist
دەرمانخانەی فارما,,pharmacy,pharmacy,,,,44.0362601416942,36.2000161825666,IQG11Q02,Erbil,pharmacy
دەرمانخانەی لیمۆ,,pharmacy,pharmacy,,,,44.0302818330747,36.3125213559038,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی د. وەلید هیشام,,clinic,clinic,,,,44.041999230797,36.2049872378817,IQG11Q02,Erbil,clinic
یاران,,pharmacy,pharmacy,,,,43.9767679913585,36.1537482446869,IQG11Q02,Erbil,pharmacy
,,hospital,,,,,43.3912043799814,35.7713461244387,IQG11Q04,Makhmour,hospital
نۆرینگەی پزیشکی ئومێد مەشهەدانی,,clinic,clinic,,,,44.0030954654075,36.1860496687657,IQG11Q02,Erbil,clinic
تاقیگە(مختبر) ژیار بۆ شیکار نەخۆشی,,pharmacy,,,,,44.6150150493044,36.0829111884059,IQG11Q03,Koysinjaq,pharmacy
نەخۆشخانەی قەسرێ,,hospital,hospital,,,,44.82829643123,36.5585999514808,IQG11Q05,Rawanduz,hospital
مجمع نورجان الطبي,,clinic,,,,,44.0355090393508,36.2130333620141,IQG11Q02,Erbil,clinic
نەخۆشخانەی گشتی بلە,,hospital,hospital,,,,44.065381723166,36.8812297981893,IQG11Q01,Al-Zibar,hospital
کلینیکی ددانی بارزان دێنت,,dentist,,,,,44.0983558787935,36.1554714801603,IQG11Q02,Erbil,dentist
بيطار بيرزين,,doctors,,,,,44.0727310596876,36.267903982397,IQG11Q02,Erbil,doctors
Dr. Sheban Farhad - د. شێبان فەرهاد,,dentist,dentist,,,,44.0327625411379,36.2017661563112,IQG11Q02,Erbil,dentist
,,pharmacy,pharmacy,,,,44.0342739659181,36.0019776268383,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0789228553809,36.1180307759697,IQG11Q02,Erbil,pharmacy
بیلادونا,,pharmacy,pharmacy,,,,43.9958258407851,36.2386857575815,IQG11Q02,Erbil,pharmacy
صیدلیە,,clinic,,,,,44.0823016843692,36.2463097690701,IQG11Q02,Erbil,clinic
دەرمانخانەی نەدوەی خێرخوازی,,pharmacy,pharmacy,,,,44.0406148756689,36.1974716882202,IQG11Q02,Erbil,pharmacy
د. شەوقی غەزالی,,doctors,doctor,,,,44.0037810212681,36.1969553629847,IQG11Q02,Erbil,doctors
دەرمانخانە,,pharmacy,pharmacy,,,,44.8900122166585,36.637797034168,IQG11Q05,Rawanduz,pharmacy
صيدلية شورش فارما - طريق شقلاوة (بجانب باب الحارة ٢),,pharmacy,,Dr. Muzafer - Dr. Amen,,,44.0241572602448,36.2053402836434,IQG11Q02,Erbil,pharmacy
مجمع طبي أمریکي,,clinic,,,,,44.0355582411224,36.2123750473389,IQG11Q02,Erbil,clinic
گرین لیف,,pharmacy,,,,,44.0477955682986,36.1876637718598,IQG11Q02,Erbil,pharmacy
سەنتەری پەرەپێدانی پیشەی بەردەوام,,clinic,clinic,,,,44.0155249896235,36.1702537207781,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,44.1205543435202,36.152689358859,IQG11Q02,Erbil,pharmacy
سەنتەری جیهانی بۆ تۆری چاو,,hospital,hospital,,,,44.0321398495512,36.1925938396684,IQG11Q02,Erbil,hospital
,,hospital,,,,,44.0121141417651,36.2265201794964,IQG11Q02,Erbil,hospital
دكتوره رغد كريم/شارع الاطباء,,doctors,,,,,44.0360070920374,36.2064127481545,IQG11Q02,Erbil,doctors
دكتور صفاء الدين,,clinic,clinic,,,,44.0023921399122,36.1927107672177,IQG11Q02,Erbil,clinic
Dargala Hospital,,hospital,,,,,44.6956755284667,36.5657862599857,IQG11Q05,Rawanduz,hospital
,,pharmacy,,,,,43.9788624613235,36.1735960884876,IQG11Q02,Erbil,pharmacy
DR. Ari Jasm’s clinic,,clinic,clinic,Dental clinick,,,44.6321747329384,36.0814383203803,IQG11Q03,Koysinjaq,clinic
عيادة دكتور ظاهر طاهر گه ردي,,clinic,clinic,,,,44.0018584641371,36.1925568754754,IQG11Q02,Erbil,clinic
Zanko Pharmacy,,pharmacy,pharmacy,,,,44.6488918520847,36.0928944541807,IQG11Q03,Koysinjaq,pharmacy
عیادەی پزیشکی د.مروان,,clinic,clinic,,,,44.0499871845214,36.1232158212729,IQG11Q02,Erbil,clinic
,,doctors,,,,,44.138405869442,36.1901829528586,IQG11Q02,Erbil,doctors
دەرمانخانە,,clinic,,,,,44.0749792537568,36.177059658517,IQG11Q02,Erbil,clinic
Dr Nask Bahram,,dentist,dentist,Balsam Hospital,,,44.0083436264415,36.2200245398131,IQG11Q02,Erbil,dentist
کلینیکی ددانی های دێنت,,dentist,dentist,,,,44.0362974411633,36.1809279906506,IQG11Q02,Erbil,dentist
تاقیگەی شیکار,,clinic,,,,,44.5369326759203,36.6625350479182,IQG11Q05,Rawanduz,clinic
,,pharmacy,,,,,43.9732553871956,36.1753740577888,IQG11Q02,Erbil,pharmacy
مختبر كريم - تاقیگەی کەریم,,dentist,,,,,44.0360347523178,36.2101944952283,IQG11Q02,Erbil,dentist
برو دينت سينتر,,dentist,dentist,,,,44.002061473832,36.2001038572738,IQG11Q02,Erbil,dentist
دەرمانخانەی تی ئێف تی,,pharmacy,pharmacy,,,,43.5762177934542,35.7747959481469,IQG11Q04,Makhmour,pharmacy
بنكه ى ته ندروستى كورانى عنكاوا,,hospital,hospital,,,,43.9929791788293,36.2196165925856,IQG11Q02,Erbil,hospital
نۆرینگەی د. قانیعە,,doctors,doctor,,,,44.0366994372395,36.1741640462466,IQG11Q02,Erbil,doctors
دەرمانخانەی سیما,,pharmacy,pharmacy,,,,44.0035071844914,36.196715724373,IQG11Q02,Erbil,pharmacy
,,clinic,,,,,44.0374283275394,36.2096410381617,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,44.0741488586094,36.1170011429839,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی دێلزیان,,hospital,,,,,44.5238716591192,36.6936246164362,IQG11Q05,Rawanduz,hospital
,,clinic,,,,,44.0355883321548,36.2114036685801,IQG11Q02,Erbil,clinic
مختبر ياد,,doctors,,,,,43.9744312843918,36.1679349510842,IQG11Q02,Erbil,doctors
,,pharmacy,pharmacy,,,,43.9884171603891,36.2306928585343,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0144606555585,36.149665168194,IQG11Q02,Erbil,pharmacy
بارز,,clinic,clinic,,,,44.0297651725631,36.1916679746439,IQG11Q02,Erbil,clinic
مجمع زايد الخير الطبي,,dentist,dentist,,,,43.9937958276555,36.2246683656283,IQG11Q02,Erbil,dentist
سەنتەری نۆڤا بۆ پزیشکی ددان,,dentist,,,,,44.0360417931165,36.1889224822594,IQG11Q02,Erbil,dentist
د. موستەفا موحەمەد,,dentist,dentist,,,,44.0359936809922,36.2064849163408,IQG11Q02,Erbil,dentist
نۆرینگەی تیشکی سۆنار,,pharmacy,pharmacy,,,,44.003704243035,36.19751586085,IQG11Q02,Erbil,pharmacy
دەرمانخانەی سیگما,,pharmacy,pharmacy,,,,44.018840954338,36.1772649313257,IQG11Q02,Erbil,pharmacy
Dr. Rewesht,,clinic,clinic,,,,44.0027987460352,36.1923907461545,IQG11Q02,Erbil,clinic
3D Dental Clinic,,dentist,dentist,,,,44.0750636595217,36.2112756769186,IQG11Q02,Erbil,dentist
نەخۆشخانەی هێلاڤی تایبەت,,hospital,,,,,44.5326011598173,36.6539311919487,IQG11Q05,Rawanduz,hospital
ئۆرکا مید کەیر,,doctors,doctor,,,,43.9701528257359,36.1940135664279,IQG11Q02,Erbil,doctors
کۆمەڵگای پزیشکی پرایم مێدیکا,,clinic,clinic,,,,44.0413031975575,36.1893068763389,IQG11Q02,Erbil,clinic
کۆمەڵگای پزیشکی ڕۆشنبیری,,clinic,clinic,,,,44.037572496274,36.1307286887253,IQG11Q02,Erbil,clinic
نەخۆشخانەی هەندرێن,,hospital,,,,,44.5406331185333,36.6531896449749,IQG11Q05,Rawanduz,hospital
نۆڕینگەی دکتۆر ئەمین,,clinic,,,,,44.0207677862395,36.2801204386343,IQG11Q02,Erbil,clinic
ده رمان خانه ی خێرخوازی,,pharmacy,,,,,44.2801271721189,36.8565866675831,IQG11Q05,Rawanduz,pharmacy
Rezgar,,pharmacy,,,,,44.6274507761288,36.0843970483815,IQG11Q03,Koysinjaq,pharmacy
,,pharmacy,pharmacy,,,,44.0698309211895,36.1608357305533,IQG11Q02,Erbil,pharmacy
,,hospital,hospital,,,,44.639392138304,36.7625459887468,IQG11Q05,Rawanduz,hospital
نەخۆشخانەی رۆژ,,hospital,,,,,43.9810217234001,36.1723197760913,IQG11Q02,Erbil,hospital
,,pharmacy,,,,,44.5429130800156,36.6543722476937,IQG11Q05,Rawanduz,pharmacy
دەرمانخانە,,pharmacy,pharmacy,,,,44.1435235242437,36.2087866707713,IQG11Q02,Erbil,pharmacy
عياده دكتور صفاء عزالدين,,clinic,clinic,,,,43.9990867363957,36.1932789764338,IQG11Q02,Erbil,clinic
دەرمانخانەی ژێنەری ژیان,,pharmacy,pharmacy,,,,44.0092828186921,36.1261302928253,IQG11Q02,Erbil,pharmacy
دكتور زانست عزيز حمد خؤشناو,,clinic,clinic,,,,44.0008857442739,36.1915417431821,IQG11Q02,Erbil,clinic
صيدلية زينب,,pharmacy,pharmacy,,,,44.0058613258167,36.1940050168867,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,44.0015576376323,36.1693143608894,IQG11Q02,Erbil,pharmacy
مستشفى النفسية,,hospital,hospital,,,,44.0218895363412,36.1996118395575,IQG11Q02,Erbil,hospital
Khalid general hospital,,hospital,,,,,44.6481600281186,36.0990388921211,IQG11Q03,Koysinjaq,hospital
,,dentist,,,,,43.981887825455,36.1770105405643,IQG11Q02,Erbil,dentist
Swedish Rehab Center 2,,clinic,,Hawjin K.,,,44.0360444753255,36.1883996191394,IQG11Q02,Erbil,clinic
دەرمانخانەی جوانی بەحرکە,,pharmacy,pharmacy,,,,44.0356599974269,36.3202599480087,IQG11Q02,Erbil,pharmacy
باواجى,,doctors,doctor,,,,44.0401689584201,36.1805749448889,IQG11Q02,Erbil,doctors
معاون طبي مظفر نوري,,clinic,,,,,44.0520078937385,36.1843396766993,IQG11Q02,Erbil,clinic
دەرمانخانەی پەریلە,,pharmacy,pharmacy,,,,44.0499442691772,36.1254365226997,IQG11Q02,Erbil,pharmacy
Erbil express,,pharmacy,pharmacy,,,,44.043626158203,36.1822607970742,IQG11Q02,Erbil,pharmacy
سرود نزار جرجیس,,doctors,doctor,,,,44.0051524682653,36.1949731267032,IQG11Q02,Erbil,doctors
نەخۆش خانە,,hospital,hospital,,,,43.5754970336003,35.7744985582223,IQG11Q04,Makhmour,hospital
,,pharmacy,pharmacy,,,,43.9857130746063,36.1695790613917,IQG11Q02,Erbil,pharmacy
Medline Laboratory,,laboratory,laboratory,Laboratory,,,44.0056846352978,36.1935312717193,IQG11Q02,Erbil,laboratory
تولیا,,pharmacy,,,,,44.0361489976581,36.1887929818554,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,44.0553298934232,36.1500642306041,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.3401467956212,36.402801074786,IQG11Q06,Shaqlawa,pharmacy
ئاهناز,,pharmacy,pharmacy,,,,44.0530037476545,36.1822887926308,IQG11Q02,Erbil,pharmacy
Bright Smile Dental Clinic,,dentist,dentist,,,,43.9988753447977,36.2318036283428,IQG11Q02,Erbil,dentist
مذخر كةز,,pharmacy,pharmacy,Ramazan and Jamil,,,44.0037496729502,36.1941639377709,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0357000629241,35.9982812913578,IQG11Q02,Erbil,pharmacy
صيدلية تاراج,,pharmacy,,,,,44.0381207565606,36.2033663454461,IQG11Q02,Erbil,pharmacy
Midya Marouf Kheznedar,,doctors,doctor,,,,44.0064191414729,36.1953631366579,IQG11Q02,Erbil,doctors
نورینگەی د. ٲمین,,clinic,clinic,,,,44.2279023832918,36.3945106181761,IQG11Q06,Shaqlawa,clinic
دەرمانخانەی ڤایۆلێت,,pharmacy,pharmacy,,,,44.0399108796214,36.1530446677345,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی فریاکەوتنی رۆژئاوای هەولێر,,hospital,hospital,,,,43.9685697356835,36.1611087291397,IQG11Q02,Erbil,hospital
دكتۆر سامی,,pharmacy,,,,,44.0360490853722,36.1895436651036,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی شیفا,,hospital,hospital,,,,44.0226829672956,36.1574204402862,IQG11Q02,Erbil,hospital
دكتۆر دیار سردار بەقال,,dentist,dentist,,,,44.0238247501459,36.1981322660093,IQG11Q02,Erbil,dentist
دەرمانخانەی شەونم,,pharmacy,pharmacy,,,,44.0489706273045,36.1929819217854,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی بەلسەم,,hospital,hospital,,,,44.0082804268916,36.2200160740909,IQG11Q02,Erbil,hospital
,,pharmacy,pharmacy,,,,43.9359009327887,36.167361293631,IQG11Q02,Erbil,pharmacy
صيدلية راستي,,pharmacy,pharmacy,,,,44.01484228361,36.1474370906924,IQG11Q02,Erbil,pharmacy
د. توانا عومەر,,dentist,dentist,,,,44.0363493251439,36.1942293166156,IQG11Q02,Erbil,dentist
دكتور باساك برزنجي امراض الدم والاورام,,doctors,doctor,,,,44.0339613209298,36.1927911496691,IQG11Q02,Erbil,doctors
,,hospital,,,,,44.6333017636391,36.0834962452474,IQG11Q03,Koysinjaq,hospital
,,pharmacy,pharmacy,,,,44.0099716434949,36.1633407461358,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0147084246163,36.1257400314136,IQG11Q02,Erbil,pharmacy
دكتور محمد ياسين احمد,,doctors,,,,,44.0470629899613,36.1789262245346,IQG11Q02,Erbil,doctors
WeCare لطب الاسنان,,clinic,clinic,WeCare dental clinic,,,43.9933669256701,36.2328926890222,IQG11Q02,Erbil,clinic
مختبر کرکوک,,pharmacy,,,,,44.5881744351432,35.8884455865433,IQG11Q03,Koysinjaq,pharmacy
,,pharmacy,,,,,43.9722544203186,36.1763534831746,IQG11Q02,Erbil,pharmacy
صيدلية ایبپس,,pharmacy,pharmacy,,,,44.0380843791008,36.1725191815678,IQG11Q02,Erbil,pharmacy
شارع الأطباء,,clinic,clinic,,,,44.0056591543122,36.1942160732086,IQG11Q02,Erbil,clinic
صيدلية جناف,,pharmacy,,,,,44.1239935222113,36.1986263792014,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی ئامۆکان,,hospital,,,,,44.2834690369141,36.6238895289654,IQG11Q06,Shaqlawa,hospital
صالة طواری مستشفی طق طق,,hospital,,,,,44.5915244303845,35.897694262324,IQG11Q03,Koysinjaq,hospital
Regay Harir Pharmacy,,pharmacy,pharmacy,,,,44.3497280653198,36.5478328939402,IQG11Q06,Shaqlawa,pharmacy
دەرمانخانەی شڤان,,pharmacy,pharmacy,,,,44.0535060751117,36.1895359537527,IQG11Q02,Erbil,pharmacy
,,hospital,,,,,43.9669873161834,36.1609355590201,IQG11Q02,Erbil,hospital
د. ئیحسان موحەمەد عەلی,,clinic,clinic,Dr Ihsan Mohammed Ali,,,44.0360448944207,36.1997722691843,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9970347626798,36.2345751884462,IQG11Q02,Erbil,pharmacy
إسعاف فوري 122,,clinic,,,,,44.3017627920474,36.2629153250852,IQG11Q06,Shaqlawa,clinic
دايت نيوترشن,,clinic,clinic,,,,43.9893147783999,36.2048614255151,IQG11Q02,Erbil,clinic
دەرمانخانەی بەستەر,,pharmacy,,,,,44.0689434452815,36.1912321994979,IQG11Q02,Erbil,pharmacy
تاقیگەی پزشکیی مەسیف,,clinic,clinic,,,,44.2035636834088,36.3809969786037,IQG11Q06,Shaqlawa,clinic
,,pharmacy,pharmacy,,,,44.0347513991229,36.0009011390137,IQG11Q02,Erbil,pharmacy
صيدلية دكتورة ندى,,pharmacy,,,,,44.1186194649916,36.1935790485674,IQG11Q02,Erbil,pharmacy
دەرمانخانەی سیمای بەهەشت,,pharmacy,pharmacy,,,,44.070479177581,36.1617231226423,IQG11Q02,Erbil,pharmacy
Saleem,,pharmacy,pharmacy,,,,44.6291351195715,36.0841630256449,IQG11Q03,Koysinjaq,pharmacy
دكتور داود حسن,,doctors,doctor,,,,44.0041132799099,36.19446526719,IQG11Q02,Erbil,doctors
ناوەندەی ئەمریکایی بۆ چاو و تۆڕی چاو,,clinic,clinic,,,,44.0026771246201,36.1877822919707,IQG11Q02,Erbil,clinic
دکتۆر تەها بەدرانی,,clinic,clinic,,,,44.0032055197962,36.1919328427842,IQG11Q02,Erbil,clinic
مجمع طبي باسرمة,,clinic,,,,,44.343733076713,36.5004388473691,IQG11Q06,Shaqlawa,clinic
صیدلیة سەرا,,pharmacy,pharmacy,,,,44.0603388349407,36.1954834169684,IQG11Q02,Erbil,pharmacy
مستشفى عطایا الاماراتي,,,hospital,,,,44.0218530750624,36.3078878398294,IQG11Q02,Erbil,hospital
بنکەی تەندروستی وەرتێ,,hospital,,,,,44.7587530378848,36.5066958542691,IQG11Q05,Rawanduz,hospital
Dr. Zaid AL-Najar Dental Clinic,,dentist,dentist,,,,43.9913581187556,36.2290479938555,IQG11Q02,Erbil,dentist
بەشی سووتان,,hospital,,,,,43.9684992438779,36.1604486542648,IQG11Q02,Erbil,hospital
,,pharmacy,,,,,44.0121846335708,36.2038883703757,IQG11Q02,Erbil,pharmacy
دەرمانخانەی فرۆی کوردستان,,pharmacy,pharmacy,,,,44.0608356303418,36.1868721849241,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی ستار,,pharmacy,pharmacy,,,,43.9882561440291,36.171412937987,IQG11Q02,Erbil,pharmacy
دکتۆر فاضل محمد امین,,clinic,clinic,,,,44.0054373691542,36.193752218687,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9962607777408,36.2380824281911,IQG11Q02,Erbil,pharmacy
Dr. Abdulla,,clinic,clinic,,,,44.0141654449288,36.1514716359659,IQG11Q02,Erbil,clinic
بنکەی تەندروستی باسرمە,,hospital,hospital,,,,44.3503662634274,36.4960886396221,IQG11Q06,Shaqlawa,hospital
Mala Fandi Health Center,,hospital,hospital,,,,44.0398547208701,36.1762824884547,IQG11Q02,Erbil,hospital
نەخۆشخانەی ئارژین,,hospital,hospital,,,,44.0422461616645,36.2120802558043,IQG11Q02,Erbil,hospital
Khanzad teaching Center for Oral and Dental Health,,hospital,hospital,,,,44.0170762284438,36.1961976389379,IQG11Q02,Erbil,hospital
,,hospital,hospital,,,,43.9951586412925,36.1664598199447,IQG11Q02,Erbil,hospital
خستخانة مأمون دباغ- للزواج,,hospital,hospital,,,,44.0150512444561,36.1704552217304,IQG11Q02,Erbil,hospital
,,pharmacy,pharmacy,,,,44.6269674755918,36.0802885747219,IQG11Q03,Koysinjaq,pharmacy
نۆرینگەی سەردار,,pharmacy,,,,,44.079683764551,36.1614893513628,IQG11Q02,Erbil,pharmacy
دەرمانخانەی نیشا,,pharmacy,,,,,44.0723844679914,36.2663195512401,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.1695716294599,36.3365285515163,IQG11Q06,Shaqlawa,pharmacy
نۆڕینگەی دکتۆر کامەران,,clinic,,,,,44.5890933431881,35.8875139380056,IQG11Q03,Koysinjaq,clinic
,,pharmacy,pharmacy,,,,44.0771152979615,36.1590145944508,IQG11Q02,Erbil,pharmacy
دەرمانخانەی هەریر,,pharmacy,,,,,44.3492013465244,36.5465176895133,IQG11Q06,Shaqlawa,pharmacy
,,pharmacy,pharmacy,,,,44.1419723692424,36.2007313265454,IQG11Q02,Erbil,pharmacy
,,doctors,doctor,,,,44.4945877201828,36.2779265592977,IQG11Q06,Shaqlawa,doctors
د. موسلم ایسلام,,dentist,,,,,44.5433230388998,36.6584266580777,IQG11Q05,Rawanduz,dentist
نۆرینگەی رزگار,,pharmacy,pharmacy,,,,43.9984285893586,36.1733852836228,IQG11Q02,Erbil,pharmacy
د. موحەمەد جیهان حوسێنی ددانساز,,dentist,dentist,,,,44.0233081734533,36.161843989686,IQG11Q02,Erbil,dentist
دەرمانخانەی  تمارە,,clinic,clinic,,,,44.0180122355712,36.2937259438656,IQG11Q02,Erbil,clinic
صيدلة لاشة,,pharmacy,,serwan,,,44.1202201570407,36.1545506442777,IQG11Q02,Erbil,pharmacy
د. ئەحمەد قادر پاڵانی,,dentist,dentist,,,,44.0507609180034,36.1240540954092,IQG11Q02,Erbil,dentist
نۆڕینگەی کوردستان سمایڵ دێنتاڵ,,clinic,clinic,,,,44.0358467462296,36.2004844794969,IQG11Q02,Erbil,clinic
مختبر الينا الطبي,,clinic,,,,,43.992899131654,36.2607610921505,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,44.350085218214,36.5560352567478,IQG11Q06,Shaqlawa,pharmacy
مدخر ادوية بناز,,pharmacy,,,,,44.0183675444467,36.1764483663185,IQG11Q02,Erbil,pharmacy
د. عەبدولخالق ئەمین,,doctors,doctor,,,,44.003424371288,36.1969080890509,IQG11Q02,Erbil,doctors
,,pharmacy,pharmacy,,,,44.0334166648616,36.003397940331,IQG11Q02,Erbil,pharmacy
پرسگەی نەخۆشخانەی رزگاری٪,,clinic,,,,,44.0370541593818,36.1897143206522,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,44.0471129461042,36.1790469239403,IQG11Q02,Erbil,pharmacy
بنكەی تەندروستی شەمامك,,clinic,clinic,,,,43.91717307889,36.0212309422469,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,43.9718655838304,36.1552069472962,IQG11Q02,Erbil,pharmacy
دەرمانخانەی ناو گوڵان,,pharmacy,pharmacy,,,,44.0505710678965,36.1985234494304,IQG11Q02,Erbil,pharmacy
دەرمانخانەی ئازادی,,pharmacy,pharmacy,,,,44.0064565247611,36.1740555844196,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0502890168547,36.1233953616388,IQG11Q02,Erbil,pharmacy
dr.sirwan,,doctors,doctor,,,,44.0049995823514,36.194983017349,IQG11Q02,Erbil,doctors
دەرمانخانەی ژێنەر,,pharmacy,pharmacy,,,,43.9873071449518,36.1724677166823,IQG11Q02,Erbil,pharmacy
تاقیگەی دلاوەر,,pharmacy,pharmacy,,,,44.0582246675033,36.1219461305801,IQG11Q02,Erbil,pharmacy
خدج,,hospital,,,,,44.0351524731898,36.2190407558376,IQG11Q02,Erbil,hospital
نۆرینگەی پزیشکی د.تاڵب و د. فارس,,doctors,doctor,,,,44.0561398367269,36.1239634870359,IQG11Q02,Erbil,doctors
بنکەی تەندروستی پونگینە,,hospital,hospital,,,,44.4271241284721,36.3270041949402,IQG11Q06,Shaqlawa,hospital
,,pharmacy,pharmacy,,,,44.0102658482963,36.1751020650308,IQG11Q02,Erbil,pharmacy
Dr Ari,,dentist,,,,,44.6281099289943,36.0847556261992,IQG11Q03,Koysinjaq,dentist
نەخۆشخانەی بەستۆرە,,hospital,hospital,,,,44.1597399923135,36.3353699210406,IQG11Q06,Shaqlawa,hospital
دەرمانخانەی کۆشکی دەرمان,,pharmacy,pharmacy,,,,43.9833128328135,36.17547522736,IQG11Q02,Erbil,pharmacy
د.شایان معین بگزادە,,dentist,dentist,,,,44.0495520799277,36.1462306833686,IQG11Q02,Erbil,dentist
